Country,Coach,player_pos,player_name,player_cap
Mexico,Javier Aguirre,DF,Efrain Juarez,19
Mexico,Javier Aguirre,FW,Giovani dos Santos,26
Mexico,Javier Aguirre,MF,Andres Guardado,56
Mexico,Javier Aguirre,DF,Jonny Magallon,52
Mexico,Javier Aguirre,DF,Jorge Torres Nilo,8
Mexico,Javier Aguirre,FW,Adolfo Bautista,37
Mexico,Javier Aguirre,MF,Alberto Medina,56
Mexico,Javier Aguirre,GK,Luis Ernesto Michel,4
South Africa,Carlos Alberto Parreira,GK,Moeneeb Josephs,17
South Africa,Carlos Alberto Parreira,DF,Siboniso Gaxa,37
South Africa,Carlos Alberto Parreira,DF,Tsepo Masilela,31
South Africa,Carlos Alberto Parreira,DF,Aaron Mokoena,101
South Africa,Carlos Alberto Parreira,DF,Anele Ngcongca,5
South Africa,Carlos Alberto Parreira,MF,MacBeth Sibaya,58
South Africa,Carlos Alberto Parreira,MF,Lance Davids,22
South Africa,Carlos Alberto Parreira,MF,Siphiwe Tshabalala,48
South Africa,Carlos Alberto Parreira,FW,Katlego Mphela,31
South Africa,Carlos Alberto Parreira,MF,Steven Pienaar,50
South Africa,Carlos Alberto Parreira,MF,Teko Modise,52
South Africa,Carlos Alberto Parreira,MF,Reneilwe Letsholonyane,13
South Africa,Carlos Alberto Parreira,MF,Kagisho Dikgacoi,37
South Africa,Carlos Alberto Parreira,DF,Matthew Booth,27
South Africa,Carlos Alberto Parreira,DF,Lucas Thwala,24
South Africa,Carlos Alberto Parreira,GK,Itumeleng Khune,27
South Africa,Carlos Alberto Parreira,FW,Bernard Parker,28
South Africa,Carlos Alberto Parreira,FW,Siyabonga Nomvethe,76
South Africa,Carlos Alberto Parreira,MF,Surprise Moriri,34
South Africa,Carlos Alberto Parreira,DF,Bongani Khumalo,14
South Africa,Carlos Alberto Parreira,DF,Siyabonga Sangweni,8
South Africa,Carlos Alberto Parreira,GK,Shu-Aib Walters,0
South Africa,Carlos Alberto Parreira,MF,Thanduyise Khuboni,9
Uruguay,Oscar Tabarez,GK,Fernando Muslera,6
Uruguay,Oscar Tabarez,DF,Diego Lugano,42
Uruguay,Oscar Tabarez,DF,Diego Godin,38
Uruguay,Oscar Tabarez,DF,Jorge Fucile,24
Uruguay,Oscar Tabarez,MF,Walter Gargano,28
Uruguay,Oscar Tabarez,DF,Mauricio Victorino,4
Uruguay,Oscar Tabarez,FW,Edinson Cavani,14
Uruguay,Oscar Tabarez,MF,Sebastian Eguren,27
Uruguay,Oscar Tabarez,FW,Luis Suarez,30
Uruguay,Oscar Tabarez,FW,Diego Forlan,62
Uruguay,Oscar Tabarez,MF,Alvaro Pereira,15
Uruguay,Oscar Tabarez,GK,Juan Castillo,11
Uruguay,Oscar Tabarez,FW,Sebastian Abreu,56
Uruguay,Oscar Tabarez,MF,Nicolas Lodeiro,4
Uruguay,Oscar Tabarez,MF,Diego Perez,50
Uruguay,Oscar Tabarez,DF,Maxi Pereira,37
Uruguay,Oscar Tabarez,MF,Egidio Arevalo Rios,6
Uruguay,Oscar Tabarez,MF,Ignacio Gonzalez,17
Uruguay,Oscar Tabarez,DF,Andres Scotti,26
Uruguay,Oscar Tabarez,MF,Alvaro Fernandez,7
Uruguay,Oscar Tabarez,FW,Sebastian Fernandez,6
Uruguay,Oscar Tabarez,DF,Martin Caceres,19
Uruguay,Oscar Tabarez,GK,Martin Silva,1
Argentina,Diego Maradona,GK,Diego Pozo,3
Argentina,Diego Maradona,DF,Martin Demichelis,25
Argentina,Diego Maradona,DF,Clemente Rodriguez,12
Argentina,Diego Maradona,DF,Nicolas Burdisso,29
Argentina,Diego Maradona,MF,Mario Bolatti,5
Argentina,Diego Maradona,DF,Gabriel Heinze,64
Argentina,Diego Maradona,MF,Angel Di Maria,8
Argentina,Diego Maradona,MF,Juan Sebastian Veron,70
Argentina,Diego Maradona,FW,Gonzalo Higuain,5
Argentina,Diego Maradona,FW,Lionel Messi,45
Argentina,Diego Maradona,FW,Carlos Tevez,54
Argentina,Diego Maradona,DF,Ariel Garce,4
Argentina,Diego Maradona,DF,Walter Samuel,54
Argentina,Diego Maradona,MF,Javier Mascherano,57
Argentina,Diego Maradona,DF,Nicolas Otamendi,7
Argentina,Diego Maradona,FW,Sergio Aguero,22
Argentina,Diego Maradona,MF,Jonas Gutierrez,16
Argentina,Diego Maradona,FW,Martin Palermo,14
Argentina,Diego Maradona,FW,Diego Milito,21
Argentina,Diego Maradona,MF,Maxi Rodriguez,36
Argentina,Diego Maradona,GK,Mariano Andujar,4
Argentina,Diego Maradona,GK,Sergio Romero,6
Argentina,Diego Maradona,MF,Javier Pastore,1
Greece,Otto Rehhagel,GK,Kostas Chalkias,27
Greece,Otto Rehhagel,DF,Giourkas Seitaridis,69
Greece,Otto Rehhagel,DF,Christos Patsatzoglou,43
Greece,Otto Rehhagel,MF,Nikos Spiropoulos,19
Greece,Otto Rehhagel,DF,Vangelis Moras,11
Greece,Otto Rehhagel,MF,Alexandros Tziolis,19
Greece,Otto Rehhagel,FW,Georgios Samaras,34
Greece,Otto Rehhagel,DF,Avraam Papadopoulos,14
Greece,Otto Rehhagel,FW,Angelos Charisteas,84
Greece,Otto Rehhagel,MF,Giorgos Karagounis,93
Greece,Otto Rehhagel,DF,Loukas Vyntra,29
Greece,Otto Rehhagel,GK,Alexandros Tzorvas,8
Greece,Otto Rehhagel,GK,Michalis Sifakis,2
Greece,Otto Rehhagel,FW,Dimitris Salpingidis,36
Greece,Otto Rehhagel,DF,Vasilis Torosidis,26
Greece,Otto Rehhagel,DF,Sotirios Kyrgiakos,58
Greece,Otto Rehhagel,FW,Theofanis Gekas,47
Greece,Otto Rehhagel,MF,Sotiris Ninis,4
Greece,Otto Rehhagel,DF,Sokratis Papastathopoulos,10
Greece,Otto Rehhagel,FW,Pantelis Kapetanos,3
Greece,Otto Rehhagel,MF,Kostas Katsouranis,69
Greece,Otto Rehhagel,DF,Stelios Malezas,0
Greece,Otto Rehhagel,MF,Sakis Prittas,0
Nigeria,Lars Lagerback,GK,Vincent Enyeama,51
Nigeria,Lars Lagerback,DF,Joseph Yobo,64
Nigeria,Lars Lagerback,DF,Taye Taiwo,35
Nigeria,Lars Lagerback,FW,Nwankwo Kanu,72
Nigeria,Lars Lagerback,DF,Rabiu Afolabi,12
Nigeria,Lars Lagerback,DF,Danny Shittu,23
Nigeria,Lars Lagerback,FW,John Utaka,41
Nigeria,Lars Lagerback,FW,Yakubu Aiyegbeni,47
Nigeria,Lars Lagerback,FW,Obafemi Martins,27
Nigeria,Lars Lagerback,FW,Brown Ideye,0
Nigeria,Lars Lagerback,FW,Peter Odemwingie,43
Nigeria,Lars Lagerback,FW,Kalu Uche,18
Nigeria,Lars Lagerback,MF,Ayila Yussuf,24
Nigeria,Lars Lagerback,MF,Sani Kaita,16
Nigeria,Lars Lagerback,MF,Lukman Haruna,5
Nigeria,Lars Lagerback,GK,Austin Ejide,16
Nigeria,Lars Lagerback,DF,Chidi Odiah,21
Nigeria,Lars Lagerback,FW,Victor Obinna,30
Nigeria,Lars Lagerback,FW,Chinedu Obasi,17
Nigeria,Lars Lagerback,MF,Dickson Etuhu,11
Nigeria,Lars Lagerback,DF,Elderson Echiejile,9
Nigeria,Lars Lagerback,DF,Dele Adeleye,5
Nigeria,Lars Lagerback,GK,Dele Aiyenugba,9
Korea Republic,Huh Jung-moo,GK,Lee Woon-jae,130
Korea Republic,Huh Jung-moo,DF,Oh Beom-seok,37
Korea Republic,Huh Jung-moo,DF,Kim Hyung-il,2
Korea Republic,Huh Jung-moo,MF,Cho Yong-hyung,31
Korea Republic,Huh Jung-moo,MF,Kim Nam-il,92
Korea Republic,Huh Jung-moo,MF,Kim Bo-kyung,6
Korea Republic,Huh Jung-moo,MF,Park Ji-sung,88
Korea Republic,Huh Jung-moo,FW,Kim Jung-woo,54
Korea Republic,Huh Jung-moo,FW,Ahn Jung-hwan,70
Korea Republic,Huh Jung-moo,FW,Park Chu-young,40
Korea Republic,Huh Jung-moo,FW,Lee Seung-yeoul,8
Korea Republic,Huh Jung-moo,DF,Lee Young-pyo,112
Korea Republic,Huh Jung-moo,MF,Kim Jae-sung,7
Korea Republic,Huh Jung-moo,DF,Lee Jung-soo,24
Korea Republic,Huh Jung-moo,DF,Kim Dong-jin,61
Korea Republic,Huh Jung-moo,MF,Ki Sung-yong,21
Korea Republic,Huh Jung-moo,MF,Lee Chung-yong,23
Korea Republic,Huh Jung-moo,GK,Jung Sung-ryong,15
Korea Republic,Huh Jung-moo,FW,Yeom Ki-hun,33
Korea Republic,Huh Jung-moo,FW,Lee Dong-gook,83
Korea Republic,Huh Jung-moo,GK,Kim Young-kwang,14
Korea Republic,Huh Jung-moo,DF,Cha Du-ri,46
Korea Republic,Huh Jung-moo,DF,Kang Min-soo,31
Algeria,Rabah Saadane,GK,Lounes Gaouaoui,48
Algeria,Rabah Saadane,DF,Madjid Bougherra,41
Algeria,Rabah Saadane,DF,Nadir Belhadj,45
Algeria,Rabah Saadane,DF,Antar Yahia,44
Algeria,Rabah Saadane,DF,Rafik Halliche,17
Algeria,Rabah Saadane,MF,Yazid Mansouri,67
Algeria,Rabah Saadane,MF,Ryad Boudebouz,2
Algeria,Rabah Saadane,MF,Medhi Lacen,3
Algeria,Rabah Saadane,FW,Abdelkader Ghezzal,19
Algeria,Rabah Saadane,FW,Rafik Saifi,62
Algeria,Rabah Saadane,FW,Rafik Djebbour,16
Algeria,Rabah Saadane,DF,Habib Bellaid,1
Algeria,Rabah Saadane,FW,Karim Matmour,23
Algeria,Rabah Saadane,DF,Abdelkader Laifaoui,7
Algeria,Rabah Saadane,MF,Karim Ziani,55
Algeria,Rabah Saadane,GK,Faouzi Chaouchi,10
Algeria,Rabah Saadane,MF,Adlene Guedioura,2
Algeria,Rabah Saadane,DF,Carl Medjani,0
Algeria,Rabah Saadane,MF,Hassan Yebda,9
Algeria,Rabah Saadane,DF,Djamel Mesbah,1
Algeria,Rabah Saadane,MF,Foued Kadir,2
Algeria,Rabah Saadane,MF,Djamel Abdoun,7
Algeria,Rabah Saadane,GK,Rais M'Bohli,1
England,Fabio Capello,GK,David James,50
England,Fabio Capello,DF,Glen Johnson,22
England,Fabio Capello,DF,Ashley Cole,78
England,Fabio Capello,MF,Steven Gerrard,80
England,Fabio Capello,DF,Michael Dawson,0
England,Fabio Capello,DF,John Terry,60
England,Fabio Capello,MF,Aaron Lennon,17
England,Fabio Capello,MF,Frank Lampard,78
England,Fabio Capello,FW,Peter Crouch,38
England,Fabio Capello,FW,Wayne Rooney,60
England,Fabio Capello,MF,Joe Cole,54
England,Fabio Capello,GK,Robert Green,10
England,Fabio Capello,DF,Stephen Warnock,1
England,Fabio Capello,MF,Gareth Barry,36
England,Fabio Capello,DF,Matthew Upson,19
England,Fabio Capello,MF,James Milner,8
England,Fabio Capello,MF,Shaun Wright-Phillips,31
England,Fabio Capello,DF,Jamie Carragher,36
England,Fabio Capello,FW,Jermain Defoe,39
England,Fabio Capello,DF,Ledley King,20
England,Fabio Capello,FW,Emile Heskey,58
England,Fabio Capello,MF,Michael Carrick,22
England,Fabio Capello,GK,Joe Hart,3
Slovenia,Matjaz Kek,GK,Samir Handanovic,39
Slovenia,Matjaz Kek,DF,Miso Brecko,31
Slovenia,Matjaz Kek,DF,Elvedin Dzinic,0
Slovenia,Matjaz Kek,DF,Marko Suler,17
Slovenia,Matjaz Kek,DF,Bostjan Cesar,43
Slovenia,Matjaz Kek,DF,Branko Ilic,37
Slovenia,Matjaz Kek,FW,Nejc Pecnik,8
Slovenia,Matjaz Kek,MF,Robert Koren,46
Slovenia,Matjaz Kek,FW,Zlatan Ljubijankic,17
Slovenia,Matjaz Kek,FW,Valter Birsa,34
Slovenia,Matjaz Kek,FW,Milivoje Novakovic,38
Slovenia,Matjaz Kek,GK,Jasmin Handanovic,3
Slovenia,Matjaz Kek,DF,Bojan Jokic,34
Slovenia,Matjaz Kek,FW,Zlatko Dedic,24
Slovenia,Matjaz Kek,MF,Rene Krhin,4
Slovenia,Matjaz Kek,GK,Aleksander Seliga,1
Slovenia,Matjaz Kek,MF,Andraz Kirm,26
Slovenia,Matjaz Kek,MF,Aleksandar Radosavljevic,15
Slovenia,Matjaz Kek,DF,Suad Filekovic,14
Slovenia,Matjaz Kek,MF,Andrej Komac,41
Slovenia,Matjaz Kek,MF,Dalibor Stevanovic,15
Slovenia,Matjaz Kek,DF,Matej Mavric,32
Slovenia,Matjaz Kek,FW,Tim Matavz,1
United States,Bob Bradley,GK,Tim Howard,51
United States,Bob Bradley,DF,Jonathan Spector,25
United States,Bob Bradley,DF,Carlos Bocanegra,79
United States,Bob Bradley,MF,Michael Bradley,43
United States,Bob Bradley,DF,Oguchi Onyewu,54
United States,Bob Bradley,DF,Steve Cherundolo,60
United States,Bob Bradley,MF,DaMarcus Beasley,92
United States,Bob Bradley,MF,Clint Dempsey,62
United States,Bob Bradley,FW,Herculez Gomez,4
United States,Bob Bradley,MF,Landon Donovan,123
United States,Bob Bradley,MF,Stuart Holden,14
United States,Bob Bradley,DF,Jonathan Bornstein,32
United States,Bob Bradley,MF,Ricardo Clark,29
United States,Bob Bradley,FW,Edson Buddle,3
United States,Bob Bradley,DF,Jay DeMerit,19
United States,Bob Bradley,MF,Jose Francisco Torres,10
United States,Bob Bradley,FW,Jozy Altidore,25
United States,Bob Bradley,GK,Brad Guzan,16
United States,Bob Bradley,MF,Maurice Edu,13
United States,Bob Bradley,FW,Robbie Findley,6
United States,Bob Bradley,DF,Clarence Goodson,14
United States,Bob Bradley,MF,Benny Feilhaber,32
United States,Bob Bradley,GK,Marcus Hahnemann,7
Australia,Pim Verbeek,GK,Mark Schwarzer,75
Australia,Pim Verbeek,DF,Lucas Neill,56
Australia,Pim Verbeek,DF,Craig Moore,50
Australia,Pim Verbeek,MF,Tim Cahill,40
Australia,Pim Verbeek,MF,Jason Culina,49
Australia,Pim Verbeek,DF,Michael Beauchamp,21
Australia,Pim Verbeek,MF,Brett Emerton,72
Australia,Pim Verbeek,DF,Luke Wilkshire,42
Australia,Pim Verbeek,FW,Joshua Kennedy,19
Australia,Pim Verbeek,FW,Harry Kewell,45
Australia,Pim Verbeek,DF,Scott Chipperfield,65
Australia,Pim Verbeek,GK,Adam Federici,1
Australia,Pim Verbeek,MF,Vince Grella,45
Australia,Pim Verbeek,FW,Brett Holman,31
Australia,Pim Verbeek,MF,Mile Jedinak,11
Australia,Pim Verbeek,MF,Carl Valeri,22
Australia,Pim Verbeek,FW,Nikita Rukavytsya,3
Australia,Pim Verbeek,GK,Eugene Galekovic,4
Australia,Pim Verbeek,MF,Richard Garcia,7
Australia,Pim Verbeek,DF,Mark Milligan,10
Australia,Pim Verbeek,DF,David Carney,25
Australia,Pim Verbeek,MF,Dario Vidosic,7
Australia,Pim Verbeek,MF,Mark Bresciano,55
Germany,Joachim Low,GK,Manuel Neuer,5
Germany,Joachim Low,DF,Marcell Jansen,31
Germany,Joachim Low,DF,Arne Friedrich,72
Germany,Joachim Low,DF,Dennis Aogo,2
Germany,Joachim Low,DF,Serdar Tasci,12
Germany,Joachim Low,MF,Sami Khedira,5
Germany,Joachim Low,MF,Bastian Schweinsteiger,74
Germany,Joachim Low,MF,Mesut Ozil,10
Germany,Joachim Low,FW,Stefan Kiessling,4
Germany,Joachim Low,MF,Lukas Podolski,73
Germany,Joachim Low,FW,Miroslav Klose,96
Germany,Joachim Low,GK,Tim Wiese,2
Germany,Joachim Low,MF,Thomas Muller,2
Germany,Joachim Low,DF,Holger Badstuber,2
Germany,Joachim Low,MF,Piotr Trochowski,31
Germany,Joachim Low,DF,Philipp Lahm,65
Germany,Joachim Low,DF,Per Mertesacker,62
Germany,Joachim Low,MF,Toni Kroos,4
Germany,Joachim Low,FW,Cacau,8
Germany,Joachim Low,DF,Jerome Boateng,5
Germany,Joachim Low,MF,Marko Marin,9
Germany,Joachim Low,GK,Hans-Jorg Butt,3
Germany,Joachim Low,FW,Mario Gomez,34
Ghana,Milovan Rajevac,GK,Daniel Agyei,2
Ghana,Milovan Rajevac,DF,Hans Sarpei,23
Ghana,Milovan Rajevac,FW,Asamoah Gyan,32
Ghana,Milovan Rajevac,DF,John Paintsil,65
Ghana,Milovan Rajevac,DF,John Mensah,58
Ghana,Milovan Rajevac,MF,Anthony Annan,38
Ghana,Milovan Rajevac,DF,Samuel Inkoom,15
Ghana,Milovan Rajevac,DF,Jonathan Mensah,3
Ghana,Milovan Rajevac,MF,Derek Boateng,19
Ghana,Milovan Rajevac,MF,Stephen Appiah,56
Ghana,Milovan Rajevac,MF,Sulley Muntari,52
Ghana,Milovan Rajevac,FW,Prince Tagoe,17
Ghana,Milovan Rajevac,MF,Andre Ayew,15
Ghana,Milovan Rajevac,FW,Matthew Amoah,31
Ghana,Milovan Rajevac,DF,Isaac Vorsah,6
Ghana,Milovan Rajevac,GK,Stephen Ahorlu,0
Ghana,Milovan Rajevac,DF,Abdul Rahim Ayew,6
Ghana,Milovan Rajevac,FW,Dominic Adiyiah,4
Ghana,Milovan Rajevac,DF,Lee Addy,3
Ghana,Milovan Rajevac,MF,Quincy Owusu-Abeyie,12
Ghana,Milovan Rajevac,MF,Kwadwo Asamoah,29
Ghana,Milovan Rajevac,GK,Richard Kingson,58
Ghana,Milovan Rajevac,MF,Kevin-Prince Boateng,0
Serbia,Radomir Antic,GK,Vladimir Stojkovic,33
Serbia,Radomir Antic,DF,Antonio Rukavina,20
Serbia,Radomir Antic,DF,Aleksandar Kolarov,13
Serbia,Radomir Antic,MF,Gojko Kacar,17
Serbia,Radomir Antic,DF,Nemanja Vidic,45
Serbia,Radomir Antic,DF,Branislav Ivanovic,31
Serbia,Radomir Antic,MF,Zoran Tosic,21
Serbia,Radomir Antic,FW,Danko Lazovic,37
Serbia,Radomir Antic,FW,Marko Pantelic,32
Serbia,Radomir Antic,MF,Dejan Stankovic,88
Serbia,Radomir Antic,MF,Nenad Milijas,17
Serbia,Radomir Antic,GK,Bojan Isailovic,4
Serbia,Radomir Antic,DF,Aleksandar Lukovic,21
Serbia,Radomir Antic,MF,Milan Jovanovic,26
Serbia,Radomir Antic,FW,Nikola Zigic,45
Serbia,Radomir Antic,DF,Ivan Obradovic,12
Serbia,Radomir Antic,MF,Milos Krasic,31
Serbia,Radomir Antic,MF,Milos Ninkovic,9
Serbia,Radomir Antic,MF,Radosav Petrovic,9
Serbia,Radomir Antic,DF,Neven Subotic,13
Serbia,Radomir Antic,FW,Dragan Mrda,6
Serbia,Radomir Antic,MF,Zdravko Kuzmanovic,27
Serbia,Radomir Antic,GK,Andelko Duricic,1
Cameroon,Paul Le Guen,GK,Carlos Kameni,58
Cameroon,Paul Le Guen,DF,Benoit Assou-Ekotto,4
Cameroon,Paul Le Guen,DF,Nicolas N'Koulou,6
Cameroon,Paul Le Guen,DF,Rigobert Song,133
Cameroon,Paul Le Guen,DF,Sebastien Bassong,3
Cameroon,Paul Le Guen,MF,Alex Song,20
Cameroon,Paul Le Guen,MF,Landry N'Guemo,17
Cameroon,Paul Le Guen,DF,Geremi,109
Cameroon,Paul Le Guen,FW,Samuel Eto'o,92
Cameroon,Paul Le Guen,MF,Achille Emana,32
Cameroon,Paul Le Guen,MF,Jean Makoun,46
Cameroon,Paul Le Guen,DF,Gaetan Bong,0
Cameroon,Paul Le Guen,FW,Eric Maxim Choupo-Moting,0
Cameroon,Paul Le Guen,DF,Aurelien Chedjou,8
Cameroon,Paul Le Guen,FW,Pierre Webo,39
Cameroon,Paul Le Guen,GK,Souleymanou Hamidou,40
Cameroon,Paul Le Guen,FW,Mohammadou Idrissou,28
Cameroon,Paul Le Guen,MF,Eyong Enoh,12
Cameroon,Paul Le Guen,DF,Stephane Mbia,29
Cameroon,Paul Le Guen,MF,Georges Mandjeck,4
Cameroon,Paul Le Guen,MF,Joel Matip,1
Cameroon,Paul Le Guen,GK,Guy N'dy Assembe,0
Cameroon,Paul Le Guen,FW,Vincent Aboubakar,0
Denmark,Morten Olsen,GK,Thomas Sorensen,86
Denmark,Morten Olsen,MF,Christian Poulsen,74
Denmark,Morten Olsen,DF,Simon Kjaer,9
Denmark,Morten Olsen,DF,Daniel Agger,32
Denmark,Morten Olsen,DF,William Kvist,14
Denmark,Morten Olsen,DF,Lars Jacobsen,31
Denmark,Morten Olsen,MF,Daniel Jensen,49
Denmark,Morten Olsen,MF,Jesper Gronkjaer,78
Denmark,Morten Olsen,FW,Jon Dahl Tomasson,110
Denmark,Morten Olsen,MF,Martin Jorgensen,96
Denmark,Morten Olsen,FW,Nicklas Bendtner,32
Denmark,Morten Olsen,MF,Thomas Kahlenberg,31
Denmark,Morten Olsen,DF,Per Kroldrup,30
Denmark,Morten Olsen,MF,Jakob Poulsen,13
Denmark,Morten Olsen,DF,Simon Poulsen,5
Denmark,Morten Olsen,GK,Stephan Andersen,7
Denmark,Morten Olsen,MF,Mikkel Beckmann,5
Denmark,Morten Olsen,FW,Soren Larsen,19
Denmark,Morten Olsen,MF,Dennis Rommedahl,96
Denmark,Morten Olsen,MF,Thomas Enevoldsen,6
Denmark,Morten Olsen,MF,Christian Eriksen,3
Denmark,Morten Olsen,GK,Jesper Christiansen,11
Denmark,Morten Olsen,DF,Patrick Mtiliga,4
Japan,Takeshi Okada,GK,Seigo Narazaki,76
Japan,Takeshi Okada,MF,Yuki Abe,45
Japan,Takeshi Okada,DF,Yuichi Komano,53
Japan,Takeshi Okada,DF,Marcus Tulio Tanaka,39
Japan,Takeshi Okada,DF,Yuto Nagatomo,26
Japan,Takeshi Okada,DF,Atsuto Uchida,31
Japan,Takeshi Okada,MF,Yasuhito Endo,94
Japan,Takeshi Okada,FW,Daisuke Matsui,23
Japan,Takeshi Okada,FW,Shinji Okazaki,28
Japan,Takeshi Okada,MF,Shunsuke Nakamura,97
Japan,Takeshi Okada,FW,Keiji Tamada,70
Japan,Takeshi Okada,FW,Kisho Yano,18
Japan,Takeshi Okada,DF,Daiki Iwamasa,2
Japan,Takeshi Okada,MF,Kengo Nakamura,47
Japan,Takeshi Okada,DF,Yasuyuki Konno,37
Japan,Takeshi Okada,FW,Yoshito Okubo,49
Japan,Takeshi Okada,MF,Makoto Hasebe,31
Japan,Takeshi Okada,MF,Keisuke Honda,15
Japan,Takeshi Okada,FW,Takayuki Morimoto,6
Japan,Takeshi Okada,MF,Junichi Inamoto,80
Japan,Takeshi Okada,GK,Eiji Kawashima,10
Japan,Takeshi Okada,DF,Yuji Nakazawa,105
Japan,Takeshi Okada,GK,Yoshikatsu Kawaguchi,116
Netherlands,Bert van Marwijk,GK,Maarten Stekelenburg,25
Netherlands,Bert van Marwijk,DF,Gregory van der Wiel,8
Netherlands,Bert van Marwijk,DF,John Heitinga,51
Netherlands,Bert van Marwijk,DF,Joris Mathijsen,53
Netherlands,Bert van Marwijk,DF,Giovanni van Bronckhorst,97
Netherlands,Bert van Marwijk,MF,Mark van Bommel,54
Netherlands,Bert van Marwijk,FW,Dirk Kuyt,60
Netherlands,Bert van Marwijk,MF,Nigel de Jong,40
Netherlands,Bert van Marwijk,FW,Robin van Persie,41
Netherlands,Bert van Marwijk,MF,Wesley Sneijder,59
Netherlands,Bert van Marwijk,FW,Arjen Robben,46
Netherlands,Bert van Marwijk,DF,Khalid Boulahrouz,28
Netherlands,Bert van Marwijk,DF,Andre Ooijer,53
Netherlands,Bert van Marwijk,MF,Demy de Zeeuw,23
Netherlands,Bert van Marwijk,DF,Edson Braafheid,5
Netherlands,Bert van Marwijk,GK,Michel Vorm,3
Netherlands,Bert van Marwijk,FW,Eljero Elia,5
Netherlands,Bert van Marwijk,MF,Stijn Schaars,11
Netherlands,Bert van Marwijk,FW,Ryan Babel,38
Netherlands,Bert van Marwijk,MF,Ibrahim Afellay,20
Netherlands,Bert van Marwijk,FW,Klaas-Jan Huntelaar,30
Netherlands,Bert van Marwijk,GK,Sander Boschker,1[7]
Netherlands,Bert van Marwijk,MF,Rafael van der Vaart,75
Italy,Marcello Lippi,GK,Gianluigi Buffon,101
Italy,Marcello Lippi,DF,Christian Maggio,5
Italy,Marcello Lippi,DF,Domenico Criscito,7
Italy,Marcello Lippi,DF,Giorgio Chiellini,29
Italy,Marcello Lippi,DF,Fabio Cannavaro,133
Italy,Marcello Lippi,MF,Daniele De Rossi,54
Italy,Marcello Lippi,MF,Simone Pepe,15
Italy,Marcello Lippi,MF,Gennaro Gattuso,72
Italy,Marcello Lippi,FW,Vincenzo Iaquinta,37
Italy,Marcello Lippi,FW,Antonio Di Natale,33
Italy,Marcello Lippi,FW,Alberto Gilardino,41
Italy,Marcello Lippi,GK,Federico Marchetti,5
Italy,Marcello Lippi,DF,Salvatore Bocchetti,5
Italy,Marcello Lippi,GK,Morgan De Sanctis,3
Italy,Marcello Lippi,MF,Claudio Marchisio,4
Italy,Marcello Lippi,MF,Mauro Camoranesi,53
Italy,Marcello Lippi,MF,Angelo Palombo,17
Italy,Marcello Lippi,FW,Fabio Quagliarella,20
Italy,Marcello Lippi,DF,Gianluca Zambrotta,94
Italy,Marcello Lippi,FW,Giampaolo Pazzini,8
Italy,Marcello Lippi,MF,Andrea Pirlo,66
Italy,Marcello Lippi,MF,Riccardo Montolivo,13
Italy,Marcello Lippi,DF,Leonardo Bonucci,2
New Zealand,Ricki Herbert,GK,Mark Paston,23
New Zealand,Ricki Herbert,DF,Ben Sigmund,14
New Zealand,Ricki Herbert,DF,Tony Lochhead,30
New Zealand,Ricki Herbert,DF,Winston Reid,3
New Zealand,Ricki Herbert,DF,Ivan Vicelich,66
New Zealand,Ricki Herbert,DF,Ryan Nelsen,41
New Zealand,Ricki Herbert,MF,Simon Elliott,63
New Zealand,Ricki Herbert,MF,Tim Brown,25
