Country,Coach,player_pos,player_name,player_cap
United States,Bob Bradley,FW,Clint Dempsey,51
United States,Bob Bradley,FW,Charlie Davies,6
United States,Bob Bradley,MF,Landon Donovan,110
United States,Bob Bradley,DF,Marvell Wynne,3
United States,Bob Bradley,MF,Michael Bradley,29
United States,Bob Bradley,MF,Ricardo Clark,19
United States,Bob Bradley,DF,Danny Califf,23
United States,Bob Bradley,DF,Jay DeMerit,10
United States,Bob Bradley,MF,Sacha Kljestan,17
United States,Bob Bradley,FW,Jozy Altidore,11
United States,Bob Bradley,GK,Brad Guzan,12
United States,Bob Bradley,FW,Freddy Adu,13
United States,Bob Bradley,MF,Jose Francisco Torres,5
United States,Bob Bradley,DF,Jonathan Spector,13
United States,Bob Bradley,MF,Benny Feilhaber,17
United States,Bob Bradley,GK,Luis Robles,0
