Country,Coach,player_pos,player_name,player_cap
Australia,Ange Postecoglou,DF,Ivan Franjic,9
Australia,Ange Postecoglou,DF,Jason Davidson,7
Australia,Ange Postecoglou,FW,Tim Cahill,69
Australia,Ange Postecoglou,MF,Mark Milligan,29
Australia,Ange Postecoglou,DF,Matthew Spiranovic,18
Australia,Ange Postecoglou,FW,Mathew Leckie,8
Australia,Ange Postecoglou,DF,Bailey Wright,0
Australia,Ange Postecoglou,FW,Adam Taggart,5
Australia,Ange Postecoglou,MF,Ben Halloran,2
Australia,Ange Postecoglou,MF,Tommy Oar,15
Australia,Ange Postecoglou,GK,Mitchell Langerak,3
Australia,Ange Postecoglou,MF,Oliver Bozanic,3
Australia,Ange Postecoglou,MF,James Troisi,11
Australia,Ange Postecoglou,MF,Mile Jedinak,44
Australia,Ange Postecoglou,MF,James Holland,14
Australia,Ange Postecoglou,MF,Matt McKay,47
Australia,Ange Postecoglou,GK,Eugene Galekovic,8
Australia,Ange Postecoglou,DF,Ryan McGowan,9
Australia,Ange Postecoglou,MF,Dario Vidosic,23
Australia,Ange Postecoglou,MF,Massimo Luongo,1
Australia,Ange Postecoglou,DF,Alex Wilkinson,3
Australia,Ange Postecoglou,MF,Mark Bresciano,74
Chile,Jorge Sampaoli,GK,Claudio Bravo,79
Chile,Jorge Sampaoli,DF,Eugenio Mena,25
Chile,Jorge Sampaoli,DF,Miiko Albornoz,2
Chile,Jorge Sampaoli,MF,Mauricio Isla,47
Chile,Jorge Sampaoli,MF,Francisco Silva,12
Chile,Jorge Sampaoli,MF,Carlos Carmona,44
Chile,Jorge Sampaoli,FW,Alexis Sanchez,67
Chile,Jorge Sampaoli,MF,Arturo Vidal,54
Chile,Jorge Sampaoli,FW,Mauricio Pinilla,27
Chile,Jorge Sampaoli,MF,Jorge Valdivia,57
Chile,Jorge Sampaoli,FW,Eduardo Vargas,30
Chile,Jorge Sampaoli,GK,Cristopher Toselli,4
Chile,Jorge Sampaoli,DF,Jose Manuel Rojas,19
Chile,Jorge Sampaoli,MF,Fabian Orellana,26
Chile,Jorge Sampaoli,MF,Jean Beausejour,59
Chile,Jorge Sampaoli,MF,Felipe Gutierrez,18
Chile,Jorge Sampaoli,DF,Gary Medel,61
Chile,Jorge Sampaoli,DF,Gonzalo Jara,65
Chile,Jorge Sampaoli,MF,Jose Pedro Fuenzalida,23
Chile,Jorge Sampaoli,MF,Charles Aranguiz,21
Chile,Jorge Sampaoli,MF,Marcelo Diaz,21
Chile,Jorge Sampaoli,FW,Esteban Paredes,35
Chile,Jorge Sampaoli,GK,Johnny Herrera,8
Netherlands,Louis van Gaal,GK,Jasper Cillessen,8
Netherlands,Louis van Gaal,DF,Ron Vlaar,24
Netherlands,Louis van Gaal,DF,Stefan de Vrij,12
Netherlands,Louis van Gaal,DF,Bruno Martins Indi,16
Netherlands,Louis van Gaal,DF,Daley Blind,12
Netherlands,Louis van Gaal,MF,Nigel de Jong,71
Netherlands,Louis van Gaal,DF,Daryl Janmaat,16
Netherlands,Louis van Gaal,MF,Jonathan de Guzman,10
Netherlands,Louis van Gaal,FW,Robin van Persie,85
Netherlands,Louis van Gaal,MF,Wesley Sneijder,99
Netherlands,Louis van Gaal,FW,Arjen Robben,75
Netherlands,Louis van Gaal,DF,Paul Verhaegh,2
Netherlands,Louis van Gaal,DF,Joel Veltman,2
Netherlands,Louis van Gaal,DF,Terence Kongolo,1
Netherlands,Louis van Gaal,FW,Dirk Kuyt,98
Netherlands,Louis van Gaal,MF,Jordy Clasie,8
Netherlands,Louis van Gaal,FW,Jeremain Lens,22
Netherlands,Louis van Gaal,MF,Leroy Fer,6
Netherlands,Louis van Gaal,FW,Klaas-Jan Huntelaar,62
Netherlands,Louis van Gaal,MF,Georginio Wijnaldum,5
Netherlands,Louis van Gaal,FW,Memphis Depay,6
Netherlands,Louis van Gaal,GK,Michel Vorm,14
Netherlands,Louis van Gaal,GK,Tim Krul,5
Spain,Vicente del Bosque,GK,Iker Casillas,154
Spain,Vicente del Bosque,DF,Raul Albiol,46
Spain,Vicente del Bosque,DF,Gerard Pique,60
Spain,Vicente del Bosque,MF,Javi Martinez,17
Spain,Vicente del Bosque,DF,Juanfran,8
Spain,Vicente del Bosque,MF,Andres Iniesta,97
Spain,Vicente del Bosque,FW,David Villa,96
Spain,Vicente del Bosque,MF,Xavi,132
Spain,Vicente del Bosque,FW,Fernando Torres,107
Spain,Vicente del Bosque,MF,Cesc Fabregas,89
Spain,Vicente del Bosque,FW,Pedro,40
Spain,Vicente del Bosque,GK,David de Gea,1
Spain,Vicente del Bosque,MF,Juan Mata,33
Spain,Vicente del Bosque,MF,Xabi Alonso,111
Spain,Vicente del Bosque,DF,Sergio Ramos,117
Spain,Vicente del Bosque,MF,Sergio Busquets,65
Spain,Vicente del Bosque,MF,Koke,8
Spain,Vicente del Bosque,DF,Jordi Alba,26
Spain,Vicente del Bosque,FW,Diego Costa,2
Spain,Vicente del Bosque,MF,Santi Cazorla,64
Spain,Vicente del Bosque,MF,David Silva,80
Spain,Vicente del Bosque,DF,Cesar Azpilicueta,6
Spain,Vicente del Bosque,GK,Pepe Reina,32
Colombia,Jose Pekerman,GK,David Ospina,44
Colombia,Jose Pekerman,DF,Cristian Zapata,24
Colombia,Jose Pekerman,DF,Mario Yepes,98
Colombia,Jose Pekerman,DF,Santiago Arias,6
Colombia,Jose Pekerman,MF,Carlos Carbonero,1
Colombia,Jose Pekerman,MF,Carlos Sanchez,44
Colombia,Jose Pekerman,DF,Pablo Armero,53
Colombia,Jose Pekerman,MF,Abel Aguilar,49
Colombia,Jose Pekerman,FW,Teofilo Gutierrez,30
Colombia,Jose Pekerman,MF,James Rodriguez,22
Colombia,Jose Pekerman,MF,Juan Cuadrado,28
Colombia,Jose Pekerman,GK,Camilo Vargas,0
Colombia,Jose Pekerman,MF,Fredy Guarin,49
Colombia,Jose Pekerman,FW,Victor Ibarbo,9
Colombia,Jose Pekerman,MF,Alexander Mejia,8
Colombia,Jose Pekerman,DF,Eder Alvarez Balanta,3
Colombia,Jose Pekerman,FW,Carlos Bacca,11
Colombia,Jose Pekerman,DF,Juan Camilo Zuniga,50
Colombia,Jose Pekerman,FW,Adrian Ramos,26
Colombia,Jose Pekerman,MF,Juan Fernando Quintero,4
Colombia,Jose Pekerman,FW,Jackson Martinez,27
Colombia,Jose Pekerman,GK,Faryd Mondragon,50
Colombia,Jose Pekerman,DF,Carlos Valdes,14
Greece,Fernando Santos,GK,Orestis Karnezis,19
Greece,Fernando Santos,MF,Giannis Maniatis,30
Greece,Fernando Santos,DF,Giorgos Tzavellas,13
Greece,Fernando Santos,DF,Kostas Manolas,9
Greece,Fernando Santos,DF,Vangelis Moras,19
Greece,Fernando Santos,MF,Alexandros Tziolis,49
Greece,Fernando Santos,FW,Georgios Samaras,74
Greece,Fernando Santos,MF,Panagiotis Kone,16
Greece,Fernando Santos,FW,Konstantinos Mitroglou,32
Greece,Fernando Santos,MF,Giorgos Karagounis,135
Greece,Fernando Santos,DF,Loukas Vyntra,50
Greece,Fernando Santos,GK,Panagiotis Glykos,2
Greece,Fernando Santos,GK,Stefanos Kapino,2
Greece,Fernando Santos,FW,Dimitris Salpingidis,76
Greece,Fernando Santos,DF,Vasilis Torosidis,66
Greece,Fernando Santos,MF,Lazaros Christodoulopoulos,19
Greece,Fernando Santos,FW,Theofanis Gekas,72
Greece,Fernando Santos,MF,Giannis Fetfatzidis,19
Greece,Fernando Santos,DF,Sokratis Papastathopoulos,47
Greece,Fernando Santos,DF,Jose Holebas,22
Greece,Fernando Santos,MF,Kostas Katsouranis,111
Greece,Fernando Santos,MF,Andreas Samaris,4
Greece,Fernando Santos,MF,Panagiotis Tachtsidis,6
Ivory Coast,Sabri Lamouchi,GK,Boubacar Barry,77
Ivory Coast,Sabri Lamouchi,DF,Ousmane Viera,1
Ivory Coast,Sabri Lamouchi,DF,Arthur Boka,78
Ivory Coast,Sabri Lamouchi,DF,Kolo Toure,107
Ivory Coast,Sabri Lamouchi,DF,Didier Zokora,119
Ivory Coast,Sabri Lamouchi,FW,Mathis Bolly,4
Ivory Coast,Sabri Lamouchi,DF,Jean-Daniel Akpa-Akpro,1
Ivory Coast,Sabri Lamouchi,FW,Salomon Kalou,67
Ivory Coast,Sabri Lamouchi,MF,Cheick Tiote,43
Ivory Coast,Sabri Lamouchi,FW,Gervinho,53
Ivory Coast,Sabri Lamouchi,FW,Didier Drogba,101
Ivory Coast,Sabri Lamouchi,FW,Wilfried Bony,24
Ivory Coast,Sabri Lamouchi,FW,Didier Ya Konan,25
Ivory Coast,Sabri Lamouchi,MF,Ismael Diomande,2
Ivory Coast,Sabri Lamouchi,FW,Max Gradel,26
Ivory Coast,Sabri Lamouchi,GK,Sylvain Gbohouo,2
Ivory Coast,Sabri Lamouchi,DF,Serge Aurier,8
Ivory Coast,Sabri Lamouchi,DF,Constant Djakpa,5
Ivory Coast,Sabri Lamouchi,MF,Yaya Toure,82
Ivory Coast,Sabri Lamouchi,MF,Serey Die,7
Ivory Coast,Sabri Lamouchi,FW,Giovanni Sio,7
Ivory Coast,Sabri Lamouchi,DF,Sol Bamba,43
Ivory Coast,Sabri Lamouchi,GK,Sayouba Mande,1
Japan,Alberto Zaccheroni,GK,Eiji Kawashima,56
Japan,Alberto Zaccheroni,DF,Atsuto Uchida,68
Japan,Alberto Zaccheroni,DF,Gotoku Sakai,12
Japan,Alberto Zaccheroni,MF,Keisuke Honda,56
Japan,Alberto Zaccheroni,DF,Yuto Nagatomo,70
Japan,Alberto Zaccheroni,DF,Masato Morishige,10
Japan,Alberto Zaccheroni,MF,Yasuhito Endo,144
Japan,Alberto Zaccheroni,MF,Hiroshi Kiyotake,25
Japan,Alberto Zaccheroni,FW,Shinji Okazaki,76
Japan,Alberto Zaccheroni,MF,Shinji Kagawa,57
Japan,Alberto Zaccheroni,FW,Yoichiro Kakitani,12
Japan,Alberto Zaccheroni,GK,Shusaku Nishikawa,13
Japan,Alberto Zaccheroni,FW,Yoshito Okubo,57
Japan,Alberto Zaccheroni,MF,Toshihiro Aoyama,6
Japan,Alberto Zaccheroni,DF,Yasuyuki Konno,81
Japan,Alberto Zaccheroni,MF,Hotaru Yamaguchi,12
Japan,Alberto Zaccheroni,MF,Makoto Hasebe,78
Japan,Alberto Zaccheroni,FW,Yuya Osako,9
Japan,Alberto Zaccheroni,DF,Masahiko Inoha,21
Japan,Alberto Zaccheroni,FW,Manabu Saito,5
Japan,Alberto Zaccheroni,DF,Hiroki Sakai,18
Japan,Alberto Zaccheroni,DF,Maya Yoshida,41
Japan,Alberto Zaccheroni,GK,Shuichi Gonda,2
Costa Rica,Jorge Luis Pinto,GK,Keylor Navas,53
Costa Rica,Jorge Luis Pinto,DF,Johnny Acosta,25
Costa Rica,Jorge Luis Pinto,DF,Giancarlo Gonzalez,35
Costa Rica,Jorge Luis Pinto,DF,Michael Umana,83
Costa Rica,Jorge Luis Pinto,MF,Celso Borges,63
Costa Rica,Jorge Luis Pinto,DF,Oscar Duarte,11
Costa Rica,Jorge Luis Pinto,MF,Christian Bolanos,55
Costa Rica,Jorge Luis Pinto,DF,David Myrie,10
Costa Rica,Jorge Luis Pinto,FW,Joel Campbell,33
Costa Rica,Jorge Luis Pinto,FW,Bryan Ruiz,63
Costa Rica,Jorge Luis Pinto,MF,Michael Barrantes,50
Costa Rica,Jorge Luis Pinto,DF,Waylon Francis,1
Costa Rica,Jorge Luis Pinto,MF,Esteban Granados,11
Costa Rica,Jorge Luis Pinto,FW,Randall Brenes,39
Costa Rica,Jorge Luis Pinto,DF,Junior Diaz,62
Costa Rica,Jorge Luis Pinto,DF,Cristian Gamboa,25
Costa Rica,Jorge Luis Pinto,MF,Yeltsin Tejeda,22
Costa Rica,Jorge Luis Pinto,GK,Patrick Pemberton,21
Costa Rica,Jorge Luis Pinto,DF,Roy Miller,48
Costa Rica,Jorge Luis Pinto,MF,Diego Calvo,10
Costa Rica,Jorge Luis Pinto,FW,Marco Urena,24
Costa Rica,Jorge Luis Pinto,MF,Jose Miguel Cubero,35
Costa Rica,Jorge Luis Pinto,GK,Daniel Cambronero,4
England,Roy Hodgson,GK,Joe Hart,41
England,Roy Hodgson,DF,Glen Johnson,52
England,Roy Hodgson,DF,Leighton Baines,24
England,Roy Hodgson,MF,Steven Gerrard,111
England,Roy Hodgson,DF,Gary Cahill,24
England,Roy Hodgson,DF,Phil Jagielka,26
England,Roy Hodgson,MF,Jack Wilshere,18
England,Roy Hodgson,MF,Frank Lampard,105
England,Roy Hodgson,FW,Daniel Sturridge,12
England,Roy Hodgson,FW,Wayne Rooney,92
England,Roy Hodgson,FW,Danny Welbeck,24
England,Roy Hodgson,DF,Chris Smalling,12
England,Roy Hodgson,GK,Ben Foster,7
England,Roy Hodgson,MF,Jordan Henderson,11
England,Roy Hodgson,MF,Alex Oxlade-Chamberlain,15
England,Roy Hodgson,DF,Phil Jones,10
England,Roy Hodgson,MF,James Milner,47
England,Roy Hodgson,FW,Rickie Lambert,6
England,Roy Hodgson,MF,Raheem Sterling,4
England,Roy Hodgson,MF,Adam Lallana,6
England,Roy Hodgson,MF,Ross Barkley,6
England,Roy Hodgson,GK,Fraser Forster,2
England,Roy Hodgson,DF,Luke Shaw,2
Italy,Cesare Prandelli,GK,Gianluigi Buffon,140
Italy,Cesare Prandelli,DF,Mattia De Sciglio,11
Italy,Cesare Prandelli,DF,Giorgio Chiellini,68
Italy,Cesare Prandelli,DF,Matteo Darmian,1
Italy,Cesare Prandelli,MF,Thiago Motta,20
Italy,Cesare Prandelli,MF,Antonio Candreva,20
Italy,Cesare Prandelli,DF,Ignazio Abate,20
Italy,Cesare Prandelli,MF,Claudio Marchisio,44
Italy,Cesare Prandelli,FW,Mario Balotelli,30
Italy,Cesare Prandelli,FW,Antonio Cassano,37
Italy,Cesare Prandelli,FW,Alessio Cerci,12
Italy,Cesare Prandelli,GK,Salvatore Sirigu,8
Italy,Cesare Prandelli,GK,Mattia Perin,0
Italy,Cesare Prandelli,MF,Alberto Aquilani,35
Italy,Cesare Prandelli,DF,Andrea Barzagli,47
Italy,Cesare Prandelli,MF,Daniele De Rossi,95
Italy,Cesare Prandelli,FW,Ciro Immobile,2
Italy,Cesare Prandelli,MF,Marco Parolo,4
Italy,Cesare Prandelli,DF,Leonardo Bonucci,37
Italy,Cesare Prandelli,DF,Gabriel Paletta,2
Italy,Cesare Prandelli,MF,Andrea Pirlo,109
Italy,Cesare Prandelli,FW,Lorenzo Insigne,5
Italy,Cesare Prandelli,MF,Marco Verratti,6
Uruguay,Oscar Tabarez,GK,Fernando Muslera,58
Uruguay,Oscar Tabarez,DF,Diego Lugano,94
Uruguay,Oscar Tabarez,DF,Diego Godin,77
Uruguay,Oscar Tabarez,DF,Jorge Fucile,42
Uruguay,Oscar Tabarez,MF,Walter Gargano,63
Uruguay,Oscar Tabarez,MF,Alvaro Pereira,57
Uruguay,Oscar Tabarez,MF,Cristian Rodriguez,73
Uruguay,Oscar Tabarez,FW,Abel Hernandez,12
Uruguay,Oscar Tabarez,FW,Luis Suarez,77
Uruguay,Oscar Tabarez,FW,Diego Forlan,110
Uruguay,Oscar Tabarez,FW,Cristhian Stuani,10
Uruguay,Oscar Tabarez,GK,Rodrigo Munoz,0
Uruguay,Oscar Tabarez,DF,Jose Gimenez,6
Uruguay,Oscar Tabarez,MF,Nicolas Lodeiro,26
Uruguay,Oscar Tabarez,MF,Diego Perez,89
Uruguay,Oscar Tabarez,DF,Maxi Pereira,90
Uruguay,Oscar Tabarez,MF,Egidio Arevalo Rios,55
Uruguay,Oscar Tabarez,MF,Gaston Ramirez,29
Uruguay,Oscar Tabarez,DF,Sebastian Coates,15
Uruguay,Oscar Tabarez,MF,Alvaro Gonzalez,43
Uruguay,Oscar Tabarez,FW,Edinson Cavani,62
Uruguay,Oscar Tabarez,DF,Martin Caceres,57
Uruguay,Oscar Tabarez,GK,Martin Silva,4
Ecuador,Reinaldo Rueda,GK,Maximo Banguera,25
Ecuador,Reinaldo Rueda,DF,Jorge Guagua,59
Ecuador,Reinaldo Rueda,DF,Frickson Erazo,37
Ecuador,Reinaldo Rueda,DF,Juan Carlos Paredes,38
Ecuador,Reinaldo Rueda,MF,Renato Ibarra,18
Ecuador,Reinaldo Rueda,MF,Christian Noboa,42
Ecuador,Reinaldo Rueda,MF,Jefferson Montero,40
Ecuador,Reinaldo Rueda,MF,Edison Mendez,110
Ecuador,Reinaldo Rueda,MF,Joao Rojas,30
Ecuador,Reinaldo Rueda,DF,Walter Ayovi,90
Ecuador,Reinaldo Rueda,FW,Felipe Caicedo,50
Ecuador,Reinaldo Rueda,GK,Adrian Bone,3
Ecuador,Reinaldo Rueda,FW,Enner Valencia,10
Ecuador,Reinaldo Rueda,MF,Oswaldo Minda,18
Ecuador,Reinaldo Rueda,MF,Michael Arroyo,21
Ecuador,Reinaldo Rueda,MF,Antonio Valencia,71
Ecuador,Reinaldo Rueda,FW,Jaime Ayovi,30
Ecuador,Reinaldo Rueda,DF,Oscar Bagui,21
Ecuador,Reinaldo Rueda,MF,Luis Saritama,49
Ecuador,Reinaldo Rueda,MF,Fidel Martinez,8
Ecuador,Reinaldo Rueda,DF,Gabriel Achilier,23
Ecuador,Reinaldo Rueda,GK,Alexander Dominguez,18
Ecuador,Reinaldo Rueda,MF,Carlos Gruezo,3
France,Didier Deschamps,GK,Hugo Lloris,57
France,Didier Deschamps,DF,Mathieu Debuchy,21
France,Didier Deschamps,DF,Patrice Evra,58
France,Didier Deschamps,DF,Raphael Varane,6
France,Didier Deschamps,DF,Mamadou Sakho,19
France,Didier Deschamps,MF,Yohan Cabaye,30
France,Didier Deschamps,MF,Remy Cabella,1
France,Didier Deschamps,MF,Mathieu Valbuena,34
France,Didier Deschamps,FW,Olivier Giroud,30
France,Didier Deschamps,FW,Karim Benzema,66
France,Didier Deschamps,MF,Antoine Griezmann,4
France,Didier Deschamps,MF,Rio Mavuba,12
France,Didier Deschamps,DF,Eliaquim Mangala,3
France,Didier Deschamps,MF,Blaise Matuidi,23
France,Didier Deschamps,DF,Bacary Sagna,41
France,Didier Deschamps,GK,Stephane Ruffier,2
France,Didier Deschamps,DF,Lucas Digne,2
France,Didier Deschamps,MF,Moussa Sissoko,17
France,Didier Deschamps,MF,Paul Pogba,11
France,Didier Deschamps,FW,Loic Remy,25
France,Didier Deschamps,DF,Laurent Koscielny,17
France,Didier Deschamps,MF,Morgan Schneiderlin,1
France,Didier Deschamps,GK,Mickael Landreau,11
Honduras,Luis Fernando Suarez,GK,Luis Lopez,0
Honduras,Luis Fernando Suarez,DF,Osman Chavez,54
Honduras,Luis Fernando Suarez,DF,Maynor Figueroa,105
Honduras,Luis Fernando Suarez,DF,Juan Pablo Montes,11
Honduras,Luis Fernando Suarez,DF,Victor Bernardez,78
Honduras,Luis Fernando Suarez,DF,Juan Carlos Garcia,34
Honduras,Luis Fernando Suarez,DF,Emilio Izaguirre,68
Honduras,Luis Fernando Suarez,MF,Wilson Palacios,95
Honduras,Luis Fernando Suarez,FW,Jerry Palacios,24
Honduras,Luis Fernando Suarez,MF,Mario Martinez,37
Honduras,Luis Fernando Suarez,FW,Jerry Bengtson,44
Honduras,Luis Fernando Suarez,MF,Edder Delgado,26
Honduras,Luis Fernando Suarez,FW,Carlo Costly,70
Honduras,Luis Fernando Suarez,MF,Oscar Boniek Garcia,92
Honduras,Luis Fernando Suarez,MF,Roger Espinoza,42
Honduras,Luis Fernando Suarez,FW,Rony Martinez,12
Honduras,Luis Fernando Suarez,MF,Andy Najar,17
Honduras,Luis Fernando Suarez,GK,Noel Valladares,122
Honduras,Luis Fernando Suarez,MF,Luis Garrido,20
Honduras,Luis Fernando Suarez,MF,Jorge Claros,49
Honduras,Luis Fernando Suarez,DF,Brayan Beckeles,23
Honduras,Luis Fernando Suarez,GK,Donis Escober,26
Honduras,Luis Fernando Suarez,MF,Marvin Chavez,42
Switzerland,Ottmar Hitzfeld,GK,Diego Benaglio,57
Switzerland,Ottmar Hitzfeld,DF,Stephan Lichtsteiner,63
Switzerland,Ottmar Hitzfeld,DF,Reto Ziegler,35
Switzerland,Ottmar Hitzfeld,DF,Philippe Senderos,53
Switzerland,Ottmar Hitzfeld,DF,Steve von Bergen,41
Switzerland,Ottmar Hitzfeld,DF,Michael Lang,6
Switzerland,Ottmar Hitzfeld,MF,Tranquillo Barnetta,74
Switzerland,Ottmar Hitzfeld,MF,Gokhan Inler,73
Switzerland,Ottmar Hitzfeld,FW,Haris Seferovic,11
Switzerland,Ottmar Hitzfeld,MF,Granit Xhaka,26
Switzerland,Ottmar Hitzfeld,MF,Valon Behrami,48
Switzerland,Ottmar Hitzfeld,GK,Yann Sommer,6
Switzerland,Ottmar Hitzfeld,DF,Ricardo Rodriguez,21
Switzerland,Ottmar Hitzfeld,MF,Valentin Stocker,24
Switzerland,Ottmar Hitzfeld,MF,Blerim Dzemaili,34
Switzerland,Ottmar Hitzfeld,MF,Gelson Fernandes,47
Switzerland,Ottmar Hitzfeld,FW,Mario Gavranovic,11
Switzerland,Ottmar Hitzfeld,FW,Admir Mehmedi,21
Switzerland,Ottmar Hitzfeld,FW,Josip Drmic,7
Switzerland,Ottmar Hitzfeld,DF,Johan Djourou,44
Switzerland,Ottmar Hitzfeld,GK,Roman Burki,0
Switzerland,Ottmar Hitzfeld,DF,Fabian Schar,6
Switzerland,Ottmar Hitzfeld,MF,Xherdan Shaqiri,33
Argentina,Alejandro Sabella,GK,Sergio Romero,47
Argentina,Alejandro Sabella,DF,Ezequiel Garay,18
Argentina,Alejandro Sabella,DF,Hugo Campagnaro,15
Argentina,Alejandro Sabella,DF,Pablo Zabaleta,36
Argentina,Alejandro Sabella,MF,Fernando Gago,49
Argentina,Alejandro Sabella,MF,Lucas Biglia,18
Argentina,Alejandro Sabella,MF,Angel Di Maria,47
Argentina,Alejandro Sabella,MF,Enzo Perez,7
Argentina,Alejandro Sabella,FW,Gonzalo Higuain,36
Argentina,Alejandro Sabella,FW,Lionel Messi,86
Argentina,Alejandro Sabella,MF,Maxi Rodriguez,55
Argentina,Alejandro Sabella,GK,Agustin Orion,3
Argentina,Alejandro Sabella,MF,Augusto Fernandez,9
Argentina,Alejandro Sabella,MF,Javier Mascherano,98
Argentina,Alejandro Sabella,DF,Martin Demichelis,38
Argentina,Alejandro Sabella,DF,Marcos Rojo,22
Argentina,Alejandro Sabella,DF,Federico Fernandez,26
Argentina,Alejandro Sabella,FW,Rodrigo Palacio,22
